label,sentence1,sentence2
facts,People that live in the West cannot live with Muslims.,Except all of those which live and add to Western Societies.
denouncing,"We should have a flaming punishment on these Muslims, before they win.",Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.
denouncing,"I will not allow my kids to marry a muslim! Go to hell Muslims, I hate you!",So much hatred. We must respect and understand all peoples.
denouncing,"We should have a flaming punishment on these Muslims, before they win.",The only thing Muslims are trying to 'win' is the right to exist free from discrimination and dehumanising hate like this.
facts,Using violence to punish another person? Sounds like a muslim issue.,The quran teaches justice and that criminals should be treated justly and be given the chance to reform.
facts,Muslims are not civilised and Europe does not want them.,"We still use Arabic numbers, maths, medicines, and rely on trade and loans from Islamic countries. Islam is an intricate part of civilization as we know it."
unrelated,We cannot even celebrate Christmas in our own country for fear of offending Muslims.,Let it get a little wild. Make a bee bath. Provide a bee shelter. Stop using pesticides of any kind. Plant flowering trees to attract bees.
facts,We cannot even celebrate Christmas in our own country for fear of offending Muslims.,"Prophet Muhammad: 'The dearest person to me in friendship and in love, in this world and the next is Jesus, the son of Mary.' - Muslims love Jesus lol why would they be offended by a celebration of his birth?"
support,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.",Women and girls are harmed by Islamic that were allowed to enter in our country by our government.
denouncing,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"The world would be a better place without your intolerance, it only creates a divided, toxic society."
hypocrisy,"It is obviously a mental illness, the conciliation to Islam and Muslims.","Peace, tolerance, unity, community, cooperation, being neighbourly, are they mental illness too?"
denouncing,All Muslims are incompatible with any Western society.,All Muslims? That is a bit of an exaggeration I would say. Do not blame an entire community for actions of a few.
support,"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.","The time to eliminate Islam has come, because it is a murderous cult."
facts,Muslims do not have anything useful that can enrich our culture.,"Muslims donate more to charity than any other group, contribute more than 30 billion pounds to the UK economy and make up a significant part of our NHS workforce. I think that is quite a nice contribution."
hypocrisy,"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.",The far right have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.
question,Our children are taught Islamic ideologies. It is awful!,Why? What is wrong about learning about a world religion that many of their peers practice?
facts,Muslims are ruining our religious statues. Why should we support such criminals and build mosques for them? Why does the government want to accept more immigrants?,"Muslims also contribute a lot to our society by doing manys works that our own people do not want to do, or doing cutting edge research."
question,"Europe is civilised, Muslims should not stay there.",What is wrong with Muslims living in Europe?
humor,"Muslims, if they cannot assimilate, they should emigrate.",A nation where everyone is the same sounds like a nation of robots to me.
facts,"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?","British Muslims give more to charity, per capita, than all other religious groups [link to mend statistics and/or example of one large charity donation from a Mosque], so I am struggling to see the problem with Mosques where these funds are mostly raised."
facts,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"Surely it is our 'actions' that make us criminals, not whichever faith we follow, whether than be by choice or tradition or culture?"
hypocrisy,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,Kkk anyone? Actions of an individual do not reflect on the religion they use to justify those actions.
facts,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","Muslims aren't rapists or murderers, in fact many Muslims are doing good things to fight the extremists falsely appropriating Islam: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for-aiding-victims-of-new-years-eve-terror-attack-in-manchester/."
facts,Have Muslims ever made a contribution to our society?,The UK couldn't thrive without international trade. Trade with Muslim countries boosted our economy to help make Britain as strong as it is today.
denouncing,"We do not want to admit that islam isn't a religion, it is only a cult that support murder.",This is not true. How can you say this about an entire faith? Just hatred.
support,Islam is the greatest threat to Western civilisation.,Our western civilisation risks to be destroyed by islam.
facts,Muslims are not inclined in working and for this fact they are unemployed.,This is demonstrably false. Muslims make up around 12% of unemployed people in the UK - the vast majority work hard and contribute to the UK economy.
unrelated,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,Get your hands on a Phase 10 deck. Find people who want to play Phase 10. Find a suitable playing location.
denouncing,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.
denouncing,If the Koran was published today it would be banned as hate speech.,"The real problem here is the amount of Islamophobic hate speech that Muslims face, not the book which their beliefs are based on. That is the hate which is having real and dangerous consequences."
hypocrisy,"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.",Substitute 'Christianity' and 'Church' for 'Islam' and 'Mosque' and you have an accurate synopsis of the colonisation of Africa and Indian by the British empire.
facts,"Muslims and non-British people are raping, enslaving and murdering our women! How disgusting!","This is a sad statistics. Our society should do as much as it can to prevent such crimes. However, it is not true that immigrants are to blame. Statistics show that there are much more rapists among the natives. After all, they are at home here."
humor,Islam is a disease that infects our planet.,Do you mean Islam is positively infecting our planet?
facts,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?",Public demonstrations of devotion and worship are hardly unique to Islam.
denouncing,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,This is not true. How can you say this about an entire faith?
hypocrisy,People that live in the West cannot live with Muslims.,"The Bible, the Quran and the Torah are very very similar in their teachings; if Muslims are incompatible then we must ask ourselves which religions are compatible?"
hypocrisy,Appeasement to Islam and Muslims is a mental illness. It is a fact.,"Peace, tolerance, unity, community, cooperation, being neighbourly, are they mental illness too?"
support,Islam is just a moon cult masquerading as a religion.,"Islam is just a pagan cult, that disguises itself as a religion."
hypocrisy,"We should expel Muslims, everyone wants them out of the country.",Deported to where? Many Muslims were born in this country and are part of our culture and society.
denouncing,"We should have a flaming punishment on these Muslims, before they win.",Bloody retribution? An eye for an eye makes the whole world blind!
facts,"Muslims believe in all teachings of the Koran, even if it has 1400 years. This evil book is the main source of evil in all the world.","My friend, like Quran, many ancient literatures in many cultures and religions are still worth reading. For example, The Bible and The Buddhist scriptures are read by all the world and translated to many languages."
question,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,I do not think any other religious text has such a punishment. What is your point?
unrelated,Isis Bride wants to return to the UK. Let her rot. A dog born in a stable is not a horse. Not BRITISH! Not BRITISH! Not BRITISH!,Know yourself. Get fit. Start winning. Treat yourself with value. Address any personal psychological issues.
hypocrisy,All Muslims are incompatible with any Western society.,"Really? Even the surgeons, doctors and nurses that keep our NHS going? Those that keep public transport running, working families fed with take outs and corner shops, the ones winning gold medals in sports, entertainment awards and science."
unrelated,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and ideology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",Choose your format. Consider your audience. Consider your knowledge. Decide between a short or long-form SOP. Keep your SOP purpose in mind.
question,The vast majority of Muslims are unemployed and refuse to work.,Where is this misconception coming from?
unrelated,"Muslims, if they cannot assimilate, they should emigrate.",Pick up your landline phone. Listen for a dial tone. Call customer support.
facts,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,"An ideology based on a holy book written thousands of years ago isn't likely to match up to contemporary standards of equality and tolerance, but it's not the ideology that matters, it is how followers act it out."
unrelated,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",Open the Facebook app. Go to your friend’s profile. Tap the ⁝ button. Tap See Friendship from the menu. Scroll down and tap on See All Photos.
hypocrisy,"A recent poll from yougov indicate that westeners do not consider Islam as good as other religions, and for this fact Islam is unsuitable with western values.","Isn't this the result of the conflation of the the 'actions' of some people professing a faith in Islam, with the religion itself. In Christian terms, this would be like judging Catholicism on the basis of the behaviour of a handful of the clergy."
unrelated,"People who criticize Islam and its traits in our country - rape gangs and terrorism - are being banned, but this will not end well. People are driven to the right - the only ones who can openly talk about it!",Know what you want. Talk to your boyfriend about expectations. Stay firm but flexible.
facts,Appeasement to Islam and Muslims is a mental illness. It is a fact.,Most Muslims are well-integrated in society and do not want to be 'appeased' and instead treated as normal citizens in society.
support,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",These 8 criminals are all Muslims because their victims are always white or Non-Muslim!
facts,Islamists / Moslems have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.,"How many times have you read their main book? There is no blaming other cultures or instructions to violence its a myth, like most false news, lies or a few bits twisted and taken out of context."
facts,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Whilst a small number of Muslims were involved in this, the vast majority stand against extremism (link to article about the Muslim anti-extremism march in Cologne)"
support,There can never be peace wherever there is Islam.,"Where there is Islam, there cannot be peace."
denouncing,Is this Afghanistan or Pakistan? You would never say this is an english town.#saville town (text accompanying video footage of people on their way to friday prayers etc. ).,You are not even trying to mask your racism now.
question,Islam oppresses and persecutes gay and women.,You sure?
facts,There can never be peace wherever there is Islam.,"According to the Institute for Economics and Peace, a think tank which has produced the Global Peace index for the past 10 years, only Botswana, Chile, Costa Rica, Japan, Mauritius, Panama, Qatar, Switzerland, Uruguay and Vietnam are free from conflict. Qatar has a sizable number of followers of Islam apparently."
hypocrisy,"If the Koran was a current book, it would probably be prohibited as hate speech.","Just as much as the Bible would. Is your point that in today's society we are all more tolerant? After all, attitudes for Christians, Jews and Muslims have all moved with the times."
facts,Western societies are too civilised to welcome Muslims.,"Yes, their teachings of peace and tolerance really are incompatible in the hate-infested discriminatory Western society nowadays."
facts,"Today I went to the swimming baths with my son, but there was a section that was only reserved for Muslims. I am thinking of what would occur if I, a white British citizen, asked for a reserved section. This is a submission to Islamics.","After checking the timetable, 'specialist' sessions' are more about 'gender' than faith segregation, sessions for 'Women Only', 'Men Only' and 1 hour a week for 'Muslim women', which hardly seems making a fuss about."
denouncing,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.",This is not true. How can you say this about an entire faith?
hypocrisy,Another rapist from Pakistan. We should deport them all back to their disgusting country.,Another rapist from England. We should ...
facts,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,"Many Muslims aren't homophobic and sexist, but like in any religion, some are. It is not the religion, its cultural and personal attitudes."
facts,"Islam is not a religion that professes peace and it does not make any good men. It condemns women and encourages delinquency. Lawbreakers are not all of a certain race or religion, but only one race and religion make lawbreakers.","In fact, there are some verses in Quran advocate women's right. Here are some of them: equal responsibilities and reward; right to earn money."
hypocrisy,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?",Why should not Muslims be allowed to build Mosques here? I thought this country believed in giving people the freedom to practice religions other than Christianity?
facts,Repatriation of Muslims to any Islamic country is a necessity. Islamic culture is not compatible with our values.,"In fact, Muslims have continued to help our society. For instance, they have worked on countering violent extremism and building community cohesion. Muslims also have condemned terrorism and ISIS in plentiful news medias around the world."
facts,"British laws are more in favor of Muslims. Muslims will not get punished if they commit a crime, but British people will.",Black people get stopped by the police for no reason other than being black. Muslims get surveyed by PREVENT just for being Muslim. Anyone would think English law has been persecuting Muslims for hundreds of years.
facts,"Muslims should not exist in our modern world, because all that they do is violence.","Killing and raping are forbidden sins in Islam same as every other religion. So yeah if people in all religions stopped that, the world would be a better place."
hypocrisy,"All Muslims should be deported, no one wants them here.","Deported to where? A majority of Muslims in the west were born here, you cannot send someone back to a place they have never been."
facts,Never share a meal with a Muslim: you could catch HIV or Ebola.,Provided the basis for all Western scientific and philosophical knowledge?
unrelated,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Compile a collection of different looks. Calculate your budget. Assemble staple wardrobe pieces. Pick pieces for your body type.
hypocrisy,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.",Kkk anyone? Actions of an individual do not reflect on the religion they use to justify those actions.
facts,Muslims do not have anything useful that can enrich our culture.,"That is why they're surgeons, doctors, teachers, entrepreneurs."
humor,Islam pretends to be a religion but in reality it is only a moon cult.,"Sounds like you think they came from the moon. I have to say, I am sceptical."
hypocrisy,Muslims use corporal and cruel punishment on people.,Who said spare the cane spoils the child? How many non muslims are suggesting violence against muslims? Sounds like an issue in the western world.
unrelated,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Practice performing the speech alone. Make any adjustments that the speech needs. Give the speech to a few friends. Ask for feedback. Adjust your speech based on the feedback.
question,"A Muslim is so oversensitive, that we cannot raise our national flag.",So what about Muslims born in the UK whose national flag is the Union Jack?
facts,Muslims use acts of violence to punish people.,The vast majority of muslims are peaceful people- a small violent minority do not represent the islamic faith; just like christian terrorists do not represent the christian church.
question,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",Evidence for this please?
question,It is one law for Muslims and another law for us.,Evidence please?
denouncing,Someone needs to put those Muslims in a hole in the ground before they start to blow us all up again.,Holocaust mk 2? Are you really that person?
humor,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",Atheists like chocolate too!
denouncing,Only who cannot understand what Islam and Muslims really are can support it.,The only ones against Islam and Muslims are the ones that that are ignorant about what it truly is.
facts,"Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.","But like any religious concept, 'Jihad' is interpreted in all sorts of ways. Afterall, for Christians, 'Fighting the Good fight' does not have to be a literal instruction. When I was at school, they called this a 'metaphor'."
facts,"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!",This has not factual basis.
facts,Almost all Muslims deliberately decide not to work.,Job applicants with non-Muslim names are 3 times more likely to get a job interview than those with Muslim names. Remind me again why it is that they struggle to find work?
facts,Women and girls are harmed by Islamic that were allowed to enter in our country by our government.,I do not know if it counts as invasion when lots of Muslims in the UK are British citizens and were born here.
support,The world would be a better place without Muslims. They are only killing and raping our children.,"Muslims should not exist in our modern world, because all that they do is violence."
denouncing,"Muslims have committed a crime two days ago and yesterday the court did not punish all of them. All the common citizens should punish them properly, if the nation does not do anything to counter the violent Muslims.",An entire faith? Really? Can you not see how ignorant this is?
denouncing,Muslims grooming gangs are protected by the government and the police. This is a betrayal!,The only traitors are the conspiracy theorists who spread this kind of misinformation.
denouncing,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.","The demonisation of the Muslim community is the real problem here. Comments like this are the catalysts that drive chasms across our communities, not Islam."
facts,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. That I've encountered must be part of that 1% then?"
facts,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,Race hate has always had its roots in far right paranoia. Migrants in the UK have always worked hard and made a positive difference to the communities they joined.
denouncing,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.","Eradicating these pests' sounds like quite a dehumanising threat. Maybe we should stop your benefits, free housing, and national health service. It might be the only language you will understand, to stop you from being so discriminatory."
hypocrisy,The police and the government are defending muslim gangs and they must be considered as traitors of our society.,"The only cover up I remember was in the Catholic Church, but we remember that the actions of individuals do not reflect on the whole."
facts,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,"Fgm is very serious breach of human rights which we need to address as an international community but it does not come from Islam, we need to look at the whole problem to tackle it."
hypocrisy,People that live in the West cannot live with Muslims.,"Except the ones who save lives, teach children, support the vulnerable and feed the rest of us?"
hypocrisy,Above all Islam is a religion of conquest.,Are all major religions not religions of conquest to some extent? It does not mean they cannot be practiced peacefully. (link to article about the pope likening Christianity and Islam through their 'idea of conquest')
hypocrisy,"This came straight from an imam: they believe in everything that the Quran says, despite that these words and ideology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",So what about other religious books? They do not belong to our century either?
denouncing,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"The point is they might teach you a thing or two about first, respect, and secondly, tolerance."
facts,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,"You cannot be racist towards an ideology. You can, however, be discriminatory and intolerant towards the people that follow it."
question,Almost all Muslims deliberately decide not to work.,Have you spoken to or worked with a muslim?
facts,"Our government has allowed this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?","Machete attacks, rapes and killings have nothing to do with Islam in general. Bad people are met in every society. Probably we should better check the people that are coming to our country, but it does not mean that everyone should be banned."
facts,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,"This is generalization. Maybe the case you mentioned is just the minority. Besides, some governments even destroys people's house. We should pay much more attention to this instead."
question,We should pay attention to not offend Muslims while celebrating Christmas in our country.,Show me evidence of this?
facts,"I think that unfamilarity with Islam is wit, not xenophobia. How can we be defined islamophobic, if we are in contrast with an ideology?","You cannot be racist towards an ideology. You can, however, be discriminatory and intolerant towards the people that follow it."
unrelated,Has our political elite forgotten that we were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,Serve red wine sangria with spicy dishes. Pair white wine sangria with seafood. Enjoy rosé sangria with a fruit and cheese plate. Try hot sangria with mole. Eat dessert with your sangria.
facts,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,The Christian world can be far from tolerant. Muslims in the US are more likely to have tolerant attitudes toward LGBT people than Christians. Maybe we can all learn something from them?
support,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?",They must pray on the street or they do this only to annoy us non-Muslims?
denouncing,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"I agree that ISIS is an evil aberration, but to extend this to include up to 3 million people just in the UK is just plain silly."
question,Muslims have nothing to contribute to our society.,Provide positive news story regarding Mulsims.
humor,Islam oppresses and persecutes gay and women.,"Hmm, now what other religion does that sound like?"
facts,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",Tbh I am struggling to find any Chocolate Eggs which are not labelled as Easter Eggs.
support,Muslims in China were forced to eat pork and drink alcohol during the recent Chinese New Year celebration - At least China is doing it right!!,China learned how to deal with Muslims: in the last chinese new year celebration they obligate them to eat pork and drink alcohol.
unrelated,Islam is a plague infecting our planet.,Just say no Avoid secondhand smoke. Read about the dangers of smoking.
facts,"Our politicians has permitted to enter in our country this Muslim filthiness: assaults with the machete, women violation, gang sexual violences, murders. How have they the courage to do these things?","Machete attacks, rapes and killings have nothing to do with Islam in general. Bad people are met in every society. Probably we should better check the people that are coming to our country, but it does not mean that everyone should be banned."
denouncing,Muslims have nothing to contribute to our society.,Really? Hundreds of millions of people?
facts,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,Looks to me like supermarkets just want to sell more products to people regardless of faith.
facts,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",There are a hundred similar images of Christian including those in the KKK standing next to their victims who used the Bible as a justification. Of course none of us believe they represent all Christians.
unrelated,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,Inspect the interior of the car. Examine the upholstery on the front and back seats. Inspect the air conditioning system.
question,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,Evidence for this please?
facts,"If you support Islam and Muslims, it is because you do not know what they really are.","What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means."
denouncing,What is the point in listening to Muslim women? They are all retarded.,"The point is they might teach you a thing or two about first, respect, and secondly, tolerance."
denouncing,The world would be a better place without Muslims. They are only killing and raping our children.,This is disgusting. How can you say this about hundreds of millions of people?
facts,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Fgm is not only practised by Muslims. It is a cultural practice regardless of anyone's religion.
denouncing,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",How about a constructive approach to solving problems? Violence is never the answer! Nor is scapegoating one religious group as the root of all evil.
denouncing,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,This is a poor/non-existent understanding of epidemiology. Perhaps a little research on the spread of disease is called for.
denouncing,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Why are you blaming an entire community for the actions of a few? And, most importantly, violence does not solve anything."
unrelated,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",Cut with a sharp hoe. Remove weeds by hand or small tool. Learn about post-emergent herbicides.
facts,Muslims have no place in civilised Europe.,Muslims have been in Europe since the 6th century and they belong here as much as anyone else.
facts,The vast majority of Muslims are unemployed and refuse to work.,If I say it and find one or two online references does that make it true? What if I write: 'The vast majority of Islamophobes are unemployed and refuse to work.' ?
question,"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.",Can you give a link to the report about people in prison for criticizing Muslims? I cannot believe it until I see official data.
facts,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!","During the depression following the second world war, Muslims from across the world were invited to Britain to help combat austerity. It worked. They were invited because countries across the world had already been subjugated by the British Empire."
facts,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","The truth is the worldwide Muslims denounce ISIS and its violence. Plus, many Muslims are the victims of ISIS. According to <The Guardian>, 'Isis regularly publishes a hit-list of global Muslim leaders in its online magazine, which certainly helps to explain why Muslims from Syria and Iraq may want to migrate to countries like Australia.'."
unrelated,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,Start by paying your most important bills. Cut the non-essentials. Talk to your creditors early. Find ways to lower your rates. Get financial counseling.
support,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,"We cannot celebrate our festivities, because Muslim can be offended by them."
hypocrisy,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,"Being religious has never stopped anyone from being in public office before. Christians have allegiance to God, is that not the same thing?"
denouncing,"Muslims love the islamic law so much, then why do not they move in islamic countries?","If you dislike diversity so much, why do not you go off and live in a country where there are no Muslims, only people like you?"
facts,Have Muslims ever made a contribution to our society?,Pioneered science.
hypocrisy,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",Except for all the people who are muslim and live in the west peacefully?
denouncing,Appeasement to Islam and Muslims is a mental illness. It is a fact.,"I do not see anything wrong in trying to understand different cultures and religions better. Most important, I would not call it a mental illness. This is disrespectful."
facts,"Nowadays the big problem in London is the presence of muslims, they must go away!","The modern world should deal with the problems that underlie migration, not simply ban it."
hypocrisy,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,In this country women and gay people have been persecuted for centuries and there is still a long way to go to end it. How different are we really?
facts,These 8 criminals are all Muslims because their victims are always white or Non-Muslim!,"Tosh! Criminals are 'equal opportunists', targeting the elderly and vulnerable regardless of their faith or ethnicity."
facts,Muslims do not have anything useful that can enrich our culture.,"Muslims have an excellent academic record, with many well-known Doctors and Professors."
facts,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead."
hypocrisy,All Muslims are incompatible with any Western society.,"The Bible, the Quran and the Torah are very very similar in their teachings; if Muslims are incompatible then we must ask ourselves which religions are compatible?"
facts,Muslims cannot add any value to our culture.,Who else would be open first thing in the morning and late at night every night?
denouncing,Islam is the greatest threat to Western civilisation.,"A much bigger threat to our diverse, tolerant western civilisation is hatred generalised to entire religions."
humor,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Think you are digging yourself into a bit of a hole there.
hypocrisy,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,Looks like you are suggesting that politicians should not be religious.
support,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Fgm happens only to girls that have muslims parents!
facts,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.","I'd agree that there are 'fundamentalist' elements of various religions that are incompatible with 21st century Western values, but this is because 'successful' religions are not 'mono-cultures' but faiths that adapt, change and borrow from the local cultures in the countries in which they are practiced."
unrelated,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",Turn off the power to the radiator. Clear away any nearby obstacles. Remove the radiator cover. Identify the fins.
denouncing,Appeasement to Islam and Muslims is a mental illness. It is a fact.,If you actually knew more about different religions and cultures you would not say this.
unrelated,Uk is being islamized very fast. British government submits to every whim of Islam.,Identify dangerous behaviors. Seek professional help for dangerous behaviors. Don’t take it personally. Talk about the behavior.
support,Isis Bride wants to return to the UK. Let her rot. A dog born in a stable is not a horse. Not BRITISH! Not BRITISH! Not BRITISH!,"Isis bride wants to return to the UK. We cannot permit this, so do not let her in and leave her where she is now. She is not a citizen of the UK!"
question,Western societies are too civilised to welcome Muslims.,Define western society? Who chooses this?
unrelated,Muslim invasion is the new plague of London. They must be repatriated to their home countries!,Talk about the cheating incident with your partner. Discuss plans for moving forward. Help your partner find individual counseling. Realize that your partner’s cheating is never your fault.
hypocrisy,"If a girl has muslim parents, she is at risk of FGM!",Christians also practise FGM. It is not a uniquely Muslim problem.
facts,Fgm happens only to girls that have muslims parents!,26% of all doctors in the NHS are Asian or British Asian and abhor FGM. They are making a difference instead of just spreading hate and division in our community.
facts,I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.,Prejudice = Pre-judging ie not knowing anything how can that be common sense?
facts,Almost all Muslims deliberately decide not to work.,Discrimination by employers in Europe against Muslims has been noted to be a cause of lesser employment figures of Muslims in the workforce.
facts,"If a girl has muslim parents, she is at risk of FGM!",26% of all doctors in the NHS are Asian or British Asian and abhor FGM. They are making a difference instead of just spreading hate and division in our community.
facts,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.","Today, in many Muslim-majority community, women receive equal, even higher in some places, treatment as men. For example, many women work as scientists, engineers, lawyers, etc."
humor,Muslims use corporal and cruel punishment on people.,"Ha, well you never went to public school then!"
support,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,They make us think that islam is a religion to diffuse their doctrine in our tolerant culture. Enough is enough!
humor,People that live in the West cannot live with Muslims.,"Western Society seems pretty incompatible with Western Society or any other at the moment, maybe we could learn something from Indonesia, which has been conflict free since 2005."
question,We cannot even celebrate Christmas in our own country for fear of offending Muslims.,Have you actually spoken with Muslim about this? Do people celebrating Christmas actually offend them? I would be keen to know.
facts,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed."
denouncing,Muslims use corporal and cruel punishment on people.,Why is this a muslim issue? A faith of 1.6 billion all violent?
facts,"Where there is Islam, there cannot be peace.",Iceland and Switzerland are both named as countries at the top of the 'Global Peace index'. Both have Muslim populations.
denouncing,"Muslims should not exist in our modern world, because all that they do is violence.",This is disgusting. How can you say this about hundreds of millions of people?
denouncing,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"And so Ghandi said, ' An eye for an eye makes the whole world blind.'."
