label,sentence1,sentence2
hypocrisy,L'islam n'est pas pour notre république.,Tout dépend comment on le pratique mais il n'est pas incompatible si il y'a le respect de chcun pour l'autre.
facts,Le voile dans l'Islam a une signification politique.,Non. Pas du tout. La religion doit être decorrélées de la politique.
hypocrisy,Les femmes voilées sont misérables et réprimées.,"Vous n'oseriez pas dire une telle chose des nonnes chrétiennes, et encore moins des juives ultra-orthodoxes."
facts,Les musulmans ne sont pas décents.,Les musulmans ne sont pas faibles d'esprit.
unrelated,Les musulmans sont tous des racailles.,Essayez votre t-shirt.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,Il n'y a pas d'obligation de porter le foulard. Libre à la personne de le porter ou pas.
facts,Les musulmans nous convertissent ou nous tuent.,En islam il est formellement interdit de tuer ou de porter atteinte à l'être humain!
denouncing,L'islam pose beaucoup de problèmes à notre société.,"C'est vous qui construisez ""le"" problème en montant des coups médiatiques."
denouncing,Les musulmans détestent quiconque n'est pas musulman.,Ces tout le contraires.
humor,L'islam nous envahira: c'est l'islamisation.,Est ce un pays?
unrelated,Les musulmans veulent imposer la sharia en Europe.,Préparez les fruits d'automne. Utilisez une tasse de yaourt épais. Ajoutez des épices et de l'édulcorant. Mélangez les ingrédients. Servez le smoothie. Dégustez vos délicieux smoothies !
denouncing,Tous les musulmans sont des terroristes radicaux.,Arrêter de regarder BFM tv.
unrelated,Le voile est contraire à la laïcité.,Faites-lui part de votre inquiétude avant qu'il ne se fasse tatouer. Exprimez ce que vous ressentez après le fait. Employez un ton calme et doux. Demandez-lui de vous en parler la prochaine fois.
unrelated,"""l'islamophobie"" c'est un moyen de nous retirer notre liberté d'expression.",Faites frire les beignets. Égouttez les pâtisseries. Videz la casserole. Mangez les beignets.
facts,L'islam nous envahira: c'est l'islamisation.,"Cela sous entend un réseau organisé avec une organisation politique voire commerciale or l'islam est une religion, personne ne peur être forcé d'y adhérer."
denouncing,L'islam nous envahira: c'est l'islamisation.,Changez d'obsession.
denouncing,Le voile islamique est une honte pour nous.,La liberté sa vous parle Peut être pas pour vous.
denouncing,Ton voile est une agression contre moi.,C'est faux!
unrelated,"On voudrait nous faire croire que c'est normal, bientôt nos petites filles voilées.",Prenez un carré de papier.
facts,Les musulmans sont tous des terroristes.,Le terrorisme n est pas une valeur musulmane.
hypocrisy,Les musulmans sont tous violents.,Ce sont les individus qui sont violents.
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Super tant mieux super connaissance.
denouncing,L'islam est la religion de l'obscurantisme.,Votre manque de connaissance et de culture me contraint à vous inviter à un thé pour vous transmettre des éléments de ma religion.
facts,L'islam crée des problèmes pour notre société.,Les musulmans ne font pas l islam ils essayent d appliquer et de croire en une religion qui n a pas à porter la responsabilité de certains et les imbéciles n ont pas de religions le problème c est pas les musulmans c est vous qui avez un problème avec les musulmans au final.
question,Le voile islamique est une honte pour nous.,Que penses tu de la kippa ou du turban sik ou le boubou africain.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,"La parole des femmes voilées est trop souvent confisquée, les médias et les politiques n'ont de cesse de parler à leurs places, elles sont les premières concernés donnant leurs la parole."
humor,Tous les musulmans sont des terroristes radicaux.,Et t'est jaloux.
question,Le voile représente l'humeur politique des musulmans.,Qu'est ce que c est?
denouncing,Nous voyons de plus en plus un problème musulman.,Vous faites bien de preciser que VOUS VOYEZ.
hypocrisy,Le voile islamique est la démonstration d'un islam politique.,"C'est l'argument de ceux qui ont peur de la diffèrence, peur de l'autre."
question,Les musulmans occupent nos supermarchés.,Ou avez vous lu cela?
question,Le voile islamique est un assaut pour nous.,Ce voile devrait être un non évènement pourquoi tu lui donnes un message qu'il ne porte pas si ce n'est je crois en Dieu.
hypocrisy,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,"Réponse par l'absurde: s'ils l'étaient tous, pourquoi seraient ils les victimes les plus nombreuses des terroristes ?"
hypocrisy,Le voile dans l'Islam a une signification politique.,L'islam politique est un pretexe à l'opression des citoyennes musulmanes.
unrelated,Les musulmans devraient rentrer chez eux.,Visez le sujet avec la caméra. Filmez une séquence. Filmez en main libre. Ajoutez des effets spéciaux. Enregistrez une séquence vidéo. Effacez votre projet. Passez à l’écran d’édition.
support,"La France est un pays laïc, la pratique de l'Islam devrait être interdite.",L'islam n'appartient pas à notre pays.
facts,L'islam et le terrorisme sont des synonymes.,Les terroristes ont tous fait de la prison.
denouncing,"Musulmans, partez!","La terre EST à Dieu, pas à vous"
hypocrisy,Le voile représente l'humeur politique des musulmans.,"On parle des intentions de chacun? Quelles sont les vôtres? Perso, je n'ai pas l'intention d'instaurer un ""califat"" en France, je d'autres choses à faire. #jepeuxpasj'aipiscine."
support,"La France est un pays laïc, la pratique de l'Islam devrait être interdite.",L'islam n'appartient pas à notre pays.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,L'obligation est d'ordre religieuse mais la femme peut choisir de ne pas le porter: c'est son choix et seul Dieu la jugera.
denouncing,Les femmes voilées sont soumises et obligées de porter le foulard.,Vous êtes pas tolérant et inculte.
denouncing,L'islam nous envahira: c'est l'islamisation.,Encore une ânerie.
support,L.es migrants représentent la 5eme colonne.,Les migrants sont nuisibles à notre société.
hypocrisy,L'islam crée des problèmes pour notre société.,Ce sont les médias qui alimentent cette peur.
humor,Tous les musulmans sont des terroristes radicaux.,"Pas d'autre mots en iste. Biologiste, chimiste, c'est bien pour faire des bombes."
facts,Nous devrions bannir l'islam de notre pays.,"Au contraire, le principe de laïcité de la république française protège chaque individu qui voudrait pratiquer sa confession de manière libre."
facts,Les musulmans changent la vie en europe.,Les musulmans n'impose rien.
unrelated,Les musulmans forcent leur enfant à jeûner pendant le ramadan.,Choisissez le bon type de fard et d'autobronzant.
question,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Sur quel fait vous vous appuyez pour affirmer cela?
hypocrisy,L'islam crée des problèmes pour notre société.,"La France ne ressentait pas de problème à exploiter, inférioriser voire massacrer ses musulmans des colonies."
facts,Les femmes voilées sont misérables et réprimées.,Elles sont libres de le faire.
facts,Tous les musulmans sont des terroristes radicaux.,"De temps en temps, ouvrir un livre d'histoire parlant d'autre chose que de Napoléon, de Charlemagne ou de Louis XIV, ça ne fait pas de mal. Et permettrait accessoirement d'avoir une meilleure idée de la complexité et de la richesse du monde."
hypocrisy,Le voile représente l'humeur politique des musulmans.,Et la kippa un judaïsme politique.
support,Les musulmans doivent intégrer ou quitter la France!,Les musulmans doivent se convertir ou quitter la France.
facts,"Les pays islamiques sont en guerre, ils traînent derrière.","Arriéré? La femme a eu le droit de donné son avis politiquement parlant, de jouir de son salaire, divorcer depuis l'arrivée de l'islam. En France le droit de vote des femmes dates de 1945, divorcer par consentement mutuel 1792. 1907 les femmes ont droit de disposer de leurs salaires.encore d'autres dates?"
unrelated,Les musulmans sont antisémites.,Préparez du pesto . Préparez un mets mexicain. Ajoutez cela à une vinaigrette. Mangez l'ail avec un pain grillé.
facts,Les musulmans doivent intégrer ou quitter.,"Les musulmans, sont des citoyens français, comme tout citoyen d'autres confessions religieuses, la religion ne peut remettre en cause la nationalité ou citoyenneté garantie par la République française."
denouncing,Le voile islamique est la démonstration d'un islam politique.,La démonstration ou les démonstrations il y a un s en trop et des lacunes en culture générale.
denouncing,L'islam est une religion incompatible avec les valeurs de la République.,Pense cela est le signe de votre méconnaissance.
facts,"Les hommes musulmans sont dangereux, les femmes musulmanes sont supprimées.",Les femmes ont gagné plus de droit dans l'islam que dans n'importes autres religion.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Les femmes voilées sont libres et portent le foulard par choix.
question,Le voile représente l'humeur politique des musulmans.,"C'est quoi un voile islamique? Encore une fois, il me faut du contexte! Islam politique? C'est à dire ?"
facts,Les musulmans minent notre société.,L'islam impose le respect pas de proselytisme chacun est libre de pratiquer ou non!
question,Le voile représente l'humeur politique des musulmans.,En quoi le voile est lié à cela?
facts,Il n'y a pas de place pour les musulmans.,Des musulmans sont plus chez eux que n'importe quel citoyen.
support,Les musulmans profitent du système français.,Les musulmans exploitent le système français.
denouncing,"L'islam encourage les guerres, nous ne devrions pas l'encourager.",Quand est ce que nous combattrons tes propos ?
facts,Les terroristes sont musulmans.,"Comme tout généralité, cet argument n'en est pas un."
facts,L'islam et le terrorisme sont des synonymes.,Il n'y a que des extrémistes pour tenir ses propos.
facts,Les musulmans ne sont pas tolérants envers les non-musulmans.,Le musulman est de toutes les couleurs.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,"La loi interdit d'obliger au port du voile. Si elles ne portent pas plainte, c'est qu'elles le portent volontairement."
unrelated,Les musulmans empêchent les filles de porter des jupes.,Réfléchissez à vos motivations. Réfléchissez à vos limites. Prenez conscience des conséquences possibles sur votre lieu de travail. Réfléchissez aux conséquences sociales potentielles.
hypocrisy,Le voile islamique est la démonstration d'un islam politique.,Le voile des bonne soeur(église) est-il politique?
question,L'islamisation est nuisible.,Quest ce qui vous fait dire ça?
denouncing,Le voile représente l'humeur politique des musulmans.,C'est vous qui faite du voile une demonstration politique et islamophobe.
question,Le voile islamique est un assaut pour nous.,Pourquoi un bout de tissu est-il agressif?
question,Les femmes voilées sont misérables et réprimées.,Qui vous l'a confirmé? Quelles sont vos sources?
facts,Les femmes voilées sont misérables et réprimées.,Les femmes sont libre de porter leur voile en fonction de leur conviction religieuse.
facts,Les musulmans ne sont pas tolérants envers les non-musulmans.,Les musulmans ont combattus pendant les 2 guerres en France et ont aider à rebâtir la France mais ça c est parce qu'ils détestent les Français.
facts,Les terroristes sont musulmans.,"A l heure actuelle , le seul terrorisme est le terrorisme d etat. Je ne citerai pas la grande puissance mondiale qui s est octroyé le droit de vie et de mort sur la planéte entiere ou encore certains états voyoux assassins coloniaix proxhe orientaux."
facts,L'islam et le terrorisme sont des synonymes.,Le terrorisme n est pas une valeur musulmane.
humor,Ton voile est une agression contre moi.,Vient je t'invite a boire un thé.
humor,Le voile dans l'Islam a une signification politique.,Quel parti?
hypocrisy,Tous les musulmans sont des terroristes radicaux.,"Réponse par l'absurde: s'ils l'étaient tous, pourquoi seraient ils les victimes les plus nombreuses des terroristes ?"
facts,L'islamophobie est bénéfique pour être banni par les musulmans.,La critique et le blasphémé sont deux choses différentes.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,"Toute contrainte est interdite en religion, d'après le Coran. On peut donc présumer que c'est leur propre volonté."
denouncing,L'islamophobie est un droit. Combattre l'islam est un devoir.,Lislamophobie est une forme de racisme deconplexee envers l'islam!
facts,Le voile dans l'Islam a une signification politique.,Le voile islamique relève du religieux et n a pas vocation à heurter la population.
question,"Musulmans, partez!",Lesquels?
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,C'est un manque de connaissance des femmes Musulmanes.
denouncing,L'islam n'est pas pour notre république.,C'est un argument des islamophobes.
denouncing,Les femmes voilées sont soumises et obligées de porter le foulard.,L'ignorance est la pire des maladies.
question,Les femmes voilées sont misérables et portent le voile contre leur volonté.,N'est ce pas la peur de la différence qui vous fait dire çelà?
facts,"La France est un pays laïc, la pratique de l'Islam devrait être interdite.","Il y a lieu de rappeler la définition de la laïcité, qui libère la liberté de conscience et non la restreint."
facts,Les femmes voilées sont misérables et réprimées.,Beaucoup de femmes voilées sont cultivées et font ce choix contre l'avis de leurs maris ou famille.
denouncing,Le voile islamique est une honte pour nous.,Un voile n a rien d'agressive. Vos mots le sont.
support,L'islamophobie est un droit. Combattre l'islam est un devoir.,"L'islamophobie c'est bien, l'islam c'est mal."
facts,Le voile islamique est une honte pour nous.,Ce qui vous agresse ce n'est pas le voile mais le choix de le porter ou pas.
denouncing,L'islamophobie est un droit. Combattre l'islam est un devoir.,On peut être islamophobe dans son fort intérieur mais on ne peut pas inciter les autres à cela.
humor,Le voile islamique est une honte pour nous.,Drôle de définition d'une agression.
facts,Le voile islamique est la démonstration d'un islam politique.,"Il n'y a nul contrainte en islam, le port du voile par la femme est un choix personnel, et de foi, il n'est nul exigé par la famille ou le mari."
question,Les femmes voilées sont misérables et réprimées.,Avez vous discuté avec les femmes voilées pour tenir de tels propos.
denouncing,L'islam est une religion incompatible avec les valeurs de la République.,Complètement faux.
hypocrisy,L'islam pose beaucoup de problèmes à notre société.,Récupération politique.
facts,L'islam et le terrorisme sont des synonymes.,Participe au développement de notre pays.
facts,L'islamisation est nuisible.,La peur de l'inconnu.
facts,L'islam ne partage pas nos valeurs républicaines.,"À voir ses représentants, les valeurs de la République sont la corruption, le népotisme, la médiocrité, le mépris de classe, la surdité manifeste aux problèmes de la population, le soutien indéfectible aux criminels de guerre qui passent à la caisse, la laïcité obligatoire pour tout ce qui n'est pas judéo-chrétien, la répression systématique, l'infantilisation permanente de la population. J'aimerais dire effectivement que l'Islam est incompatible avec ces valeurs, mais ce serait oublier que les dirigeants des pays musulmans ont quasiment tous les mêmes valeurs."
unrelated,Le voile est contraire à la laïcité.,Mangez les patates en accompagnement. Ajoutez-les à d'autres plats. Faites de la purée.
support,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Tous les musulmans sont des terroristes radicaux.
facts,L'islam n'est pas pour notre république.,"Faux, la majorité de musulmans respecte les valeurs républicaines."
facts,"Musulmans, partez!",Les musulmans ne sont pas des étrangers.
denouncing,Les musulmans ne sont pas tolérants aux autres religions.,N'écoutez pas les imbéciles.
unrelated,Le voile islamique est la démonstration d'un islam politique.,Passez un œsophagramme. Passez une endoscopie. Faites une analyse de sang.
facts,Les musulmans ne sont pas tolérants envers les juifs et les chrétiens.,"Plusieurs fois dans l'histoire, les musulmans ont accueilli des juifs persécutés par les chrétiens en Europe."
denouncing,L'islamisation est une menace.,Encore une ânerie.
support,L'islam nous envahira: c'est l'islamisation.,L'islamisation est une menace.
facts,L'islam nous envahira: c'est l'islamisation.,"L'islam est en Europe depuis des siècles, le problème c'est l'extrême droite et ça a l'a toujours été."
question,L'islam est une religion incompatible avec les valeurs de la République.,En quel niveau? Connaissez vous vraiment les valeurs de la République ou l Islam commençons par connaître la devise! Tout est dit.
facts,Le voile islamique est la démonstration d'un islam politique.,Le voile islamique n'a pas de source dans l'islam politique mais Il peut être utilisé dans un but politique.
facts,Les femmes voilées sont misérables et réprimées.,"En étant voilées elles ne sont pas soumises, elles vivent pleinement leur religion."
hypocrisy,Le voile islamique est une honte pour nous.,Et pourtant c'est toi qui m'agresse.
facts,Le voile islamique est la démonstration d'un islam politique.,"S'il nexistait pas, il faudrait."
facts,Les filles musulmanes sont obligées de porter des jupes.,La pudeur est un signe de vertu chez nous.
unrelated,L'islam est une religion incompatible avec les valeurs de la République.,Ouvrez la bouche. Commencez doucement. Utilisez vos doigts. Servez-vous de votre langue. Ralentissez le baiser. Embrassez-le dans le cou. Mordez sa lèvre.
question,Le voile dans l'Islam a une signification politique.,Je ne comprend pas ce terme.
facts,L'islam n'appartient pas à l'Europe.,L'islam n'a pas d'appartenance géographique.
denouncing,Ton voile est une agression contre moi.,Les choix personnels des autres ne doivent pas devenir votre problème personnel.
hypocrisy,Les femmes voilées sont misérables et réprimées.,"Si vous pensez qu'en harcelant la femme elle faiblira et fera marche arrière, c'est que vous n'avez rien compris au respect de la liberté de conscience."
denouncing,Musulmans: retournez dans votre pays.,"Apres Toi, car la plus part des racisistes sont d'origine européenne et autre, très peu de français de souche."
facts,Les musulmans détestent quiconque n'est pas musulman.,"Non, au contraire l'islam promeut l'amour de son prochain, musulman ou non. Humain tout simplement."
facts,Le voile islamique est la démonstration d'un islam politique.,Le voile est une liberté undividuelle.
denouncing,Le voile représente l'humeur politique des musulmans.,Vos arguments vont à l'encontre de la liberté de culte.
facts,L'islam n'appartient pas à l'Europe.,Aucune religion n'appartient à l'Europe.
unrelated,Les musulmans doivent intégrer ou quitter la France!,Sachez comment on prépare un expresso. Observez la couleur et l'épaisseur de la crema.
facts,Les musulmans veulent rendre toute la viande francaise halal.,Nous n'obligeons personne à manger hallal.
hypocrisy,"Les hommes musulmans sont dangereux, les femmes musulmanes sont supprimées.","Pourquoi la soumission est-elle désapprouvée quand elle est liée à la religion? Dans toutes les religions, les gens se soumettent à leur Dieu."
facts,L'islam n'est pas pour notre république.,"À voir ses représentants, les valeurs de la République sont la corruption, le népotisme, la médiocrité, le mépris de classe, la surdité manifeste aux problèmes de la population, le soutien indéfectible aux criminels de guerre qui passent à la caisse, la laïcité obligatoire pour tout ce qui n'est pas judéo-chrétien, la répression systématique, l'infantilisation permanente de la population. J'aimerais dire effectivement que l'Islam est incompatible avec ces valeurs, mais ce serait oublier que les dirigeants des pays musulmans ont quasiment tous les mêmes valeurs."
facts,L'islam nous envahira: c'est l'islamisation.,L'islam compte certes beaucoup de fidèle mais là vous exagéré quelque peu.
hypocrisy,Le voile représente l'humeur politique des musulmans.,Pas du tous c'est comme dire que ce lui qui porte une kippa et politique.
facts,Le voile représente l'humeur politique des musulmans.,Se vêtir à sa convenance est la démonstration d'une société démocratique et respectueuse des droits humains!
facts,L'islam ne partage pas nos valeurs républicaines.,L'islam nous demande de respecter les lois de la république.
facts,Les musulmans sont antisémites.,Les musulmans ne sont pas antisémites.
facts,"Musulmans, partez!","Je suis française, je ne suis jamais sentie aussi française qu'en suivant l'islam."
humor,L'islam pose beaucoup de problèmes à notre société.,"Changer de paire de lunettes, elles sont #islamophobes."
denouncing,Les migrants minent notre société.,Non assistance à personne en danger.
facts,Il n'y a pas de place pour les musulmans.,Ce n'est qu'une religion.
facts,Les femmes voilées sont misérables et réprimées.,"Il n'y a nul contrainte en islam, le port du foulard est un choix personnel et de foi, non exigée par le mari ni la famille."
humor,L'islamisation est une menace.,Be muslim and keep calm ;-)
facts,Nous voyons de plus en plus un problème musulman.,Il n'y a qu'en France qu'il y a un problème avec les musulmans. Exemple en Angleterre il n'y en a pas de problème avec les musulmans.
facts,"On voudrait nous faire croire que c'est normal, bientôt nos petites filles voilées.",Ce n'est pas interdit par la loi.
denouncing,"L'islam encourage les guerres, nous ne devrions pas l'encourager.",Tes propos confirment que tu ignores la définition de tes paroles.
facts,Les musulmans n'évoluent pas.,Non les personnes de confession musulmanes sont aussi différents que toutes les autres personnes.
denouncing,Le voile islamique est un assaut pour nous.,Essayer de connaître la personne en question un être humain comme vous qui ne revendique rien et qui n a qui u souhait vivre pleinement si existence et en paix.
denouncing,L'islamisation est une menace.,Amalgame islam et musulmans.
support,"Si l'islam est une religion moderne, pourquoi est ce que tous les pays musulmans sont arriérés et/ou en guerre?","Musulman mène aux guerres, ce n'est pas une religion progressiste."
facts,"On voudrait nous faire croire que c'est normal, bientôt nos petites filles voilées.",L'autorité parentale en France existe.
hypocrisy,Le voile islamique est la démonstration d'un islam politique.,Pas du tout c'est une obligation religieuse et non politique.
facts,L'islam et le terrorisme sont des synonymes.,"Vous avez oublié : anthropophages, satanistes, crypto-anarchistes, bolchéviques, arabo-maçons (et oui, vous n'en avez jamais entendu parler, c'est un complot!), antisémites, assassins. Soyons précis s'il vous plait!"
facts,Les musulmans détestent quiconque n'est pas musulman.,Un bon musulman ne déteste personne il se doit d être bon Généreux et respectueux de quiconque et laisser la liberté a chacun de faire ses choix il faut se renseigner sur les piliers de cette croyance 1vabt de faire des raccourcis racistes.
denouncing,Ton voile est une agression contre moi.,La liberté sa vous parle Peut être pas pour vous.
denouncing,Le voile islamique est une honte pour nous.,C'est faux!
support,L'islam nous envahira: c'est l'islamisation.,L'islamisation est nuisible.
hypocrisy,L'islamisation est nuisible.,C'est islamophobe comme phrase.
humor,Tous les musulmans sont des terroristes radicaux.,Super tant mieux super connaissance.
denouncing,Le voile islamique est une honte pour nous.,Pas du tous le voile et une protection.
facts,L'islam nous envahira: c'est l'islamisation.,La vérité n'a jamais fait peur à l'homme honnête! Mes vous l'êtes peut être pas au fond Ces ce qui expliquerai cette acharnement.
denouncing,Tous les musulmans sont des terroristes radicaux.,Vous devriez relire la définition de ces termes ou devrais je dire lire la définition de ces termes tant vous semblez être dans l'ignorance la plus totale.
facts,Le voile islamique est la démonstration d'un islam politique.,"Le voile est un vêtement comme un autre, la laïcité n'impose aucune manière de s'habiller mais prône le respect de chacun et protège la liberté de chacun dans ce choix."
denouncing,Ton voile est une agression contre moi.,Les mots peuvent aussi blesser les gens.
question,Les femmes voilées sont soumises et obligées de porter le foulard.,Demander leur directement!
hypocrisy,Tous les musulmans sont cruels.,Ce sont les individus qui sont violents.
facts,"Les hommes musulmans sont cruels, les femmes musulmanes sont misérables.","Les Musulman(e)s sont soumis a une religion, comme une personne peut l'être dans sa vie de tout les jours a ça démocratie ou autre."
hypocrisy,L'islam pose beaucoup de problèmes à notre société.,Vous voyez de plus en plus des atteintes au musulmans suite a des polémiques que vous orchestrée.
facts,Le voile dans l'Islam a une signification politique.,Le voile islamique n'a pas de source dans l'islam politique mais Il peut être utilisé dans un but politique.
facts,L'islam n'appartient pas à l'Europe.,L'europe est peuplé de toute religion et toute ethnie.
question,L'islam crée des problèmes pour notre société.,"Analyse du ""nous""? Qui en fait?"
unrelated,L'islam est une religion moyenâgeuse.,Optez pour un aliment pour chats de haute qualité. Établissez une routine d'alimentation régulière. Donnez-lui beaucoup d'eau fraiche et propre. Donnez-lui des collations.
humor,Le voile islamique est une honte pour nous.,Un bout de tissu et tu te sens agressé ; tu es quelques peu sensible.
question,Le voile islamique est une honte pour nous.,Qu'en est-il des autres styles vestimentaires qui ne sont pas courants dans certaines cultures?
facts,Les musulmans sont tous des terroristes.,Ceux qui terrorisent ne respectent aucun fondement de l'islam.
facts,Les femmes voilées sont misérables et réprimées.,C'est un manque de connaissance des femmes Musulmanes.
facts,Notre liberté de parole devrait nous permettre de mal parler des musulmans.,L'islamophobie n'a rien a voir avec la liberté d'expression.
facts,L'islam ne partage pas nos valeurs républicaines.,L'islam est une religion de paix et de tolérance.
facts,L'islam et le terrorisme sont des synonymes.,Les terroristes sont ceux qui tiennent ce même genre de propos.
question,Musulmans: retournez dans votre pays.,Lesquels?
denouncing,Le voile islamique est une honte pour nous.,C'est vous qui manquez de tolérance vis à vis d'une personne qui ne pense pas comme vous.
unrelated,Les musulmans veulent rendre toute la viande francaise halal.,Engagez-vous vis-à-vis de votre objectif. Comprenez votre habitude. Examinez le contexte de votre habitude. Mettez en place un plan. Visualisez votre succès. Pratiquez la pleine conscience.
unrelated,L'islam est une religion incompatible avec les valeurs de la République.,Écrivez une histoire sur votre relation. Posez-vous des questions. Examinez vos efforts pour changer votre conjoint.
support,Les musulmans profitent du système français.,Les musulmans exploitent le système français.
denouncing,Les musulmans détestent quiconque n'est pas musulman.,C'est l'ignorance qui parle.
question,Le voile représente l'humeur politique des musulmans.,Avez vous des preuves de ce que vous avancez. Qui est donc le leader de cet islam politique?
facts,Tous les musulmans sont cruels.,La violence est condamnable en islam.
hypocrisy,Musulmans: retournez dans votre pays.,Ah je ne savais pas qu'en devenant musulman il était tout d'un coup possible de changer son pays de naissance.
hypocrisy,L'islam n'est pas pour notre république.,Tous les jours l islam vous prouve le contraire.
unrelated,"""l'islamophobie"" c'est un moyen de nous retirer notre liberté d'expression.",Définissez la deuxième loi de mouvement de Newton. Calculez la masse de l'objet. Calculez la force nette agissant sur l'objet. Réorganisez la formule F = ma pour calculer l'accélération.
denouncing,Les femmes voilées sont soumises et obligées de porter le foulard.,Une idée qui mène qu'à la haine.
question,Nous voyons de plus en plus un problème musulman.,De quel type?
denouncing,Le voile islamique est la démonstration d'un islam politique.,Une création linguistique visant à manipuler l'opinion publique.
unrelated,Les musulmans empêchent les gens de manger pendant le ramadan.,Rincez et découpez les piments. Mettez les piments dans un bocal stérilisé. Portez du vinaigre blanc à petite ébullition. Conservez au frigo.
facts,L'islamisation est nuisible.,L islam est une religion elle ne peut envahir personne. Chacun est libre d y adhérer où non.L islamisation est un terme inventé qui n a aucun sens. La seule raison qui vous pousse à avoir de tels propos c est la méconnaissance.
unrelated,"On voudrait nous faire croire que c'est normal, bientôt nos petites filles voilées.",Trouvez le bon endroit pour votre tatouage. Réalisez votre propre dessin pour créer un tatouage temporaire unique.
unrelated,Les musulmans détestent quiconque n'est pas musulman.,Portez une ceinture. Munissez-vous d'une dague. Portez des chaussures marron.
denouncing,Les musulmans ne sont pas tolérants aux autres religions.,Jusqu'à présent vous démontrez que c est l inverse.
support,Les musulmans sont faibles d'esprit.,Les musulmans sont faibles.
facts,Tous les musulmans sont des terroristes radicaux.,Qui a exterminer les indiens d'Amérique? Qui a exterminer les juifs d'Europe? Qui a exterminer les peuples d'Afrique? Les musulmans peut-être.
question,Le voile islamique est un assaut pour nous.,Pourquoi c'est agressif pour toi?
hypocrisy,Ton voile est une agression contre moi.,Mon voile c'est mon choix pas le tien. Si tu le ressens comme une agression c'est toi qui a un problème.
question,L'islam ne partage pas nos valeurs républicaines.,Quelle sont les incompatibilités? Moi je n'en vois pas.
facts,Les musulmans sont tous des terroristes.,"Un seul contre exemple suffit à prouver que tous les musulmans ne sont pas terroristes. Or il n'est pas difficile de trouver un (et même plusieurs) voisin, ami, collègue ou connaissance qui est à la fois musulman(e) et en même temps ""non-terroriste""."
denouncing,L'islam pose beaucoup de problèmes à notre société.,Je vois de plus en plus de racisme décomplexé et une fixation sur les musulmans!
question,L'islam est une religion incompatible avec les valeurs de la République.,Faudra me faire la démonstration.
facts,Les musulmans sont tous des terroristes.,Beaucoup d'actions de solidarité sont menés par des musulmans.
facts,Les musulmans sont des racistes.,Les musulmans condamne l'antisémitisme.
facts,Les femmes voilées sont misérables et réprimées.,Les femmes voilées sont libres et portent le foulard par choix.
hypocrisy,Tous les musulmans sont des terroristes radicaux.,"Réponse par l'absurde: s'ils l'étaient ""tous"", il y aurait autrement plus de victimes puisque les musulmans sont près de 2 milliards dans le monde!"
facts,Les musulmans détestent quiconque n'est pas musulman.,"Faux, essayer de côtoyer des musulmans et vous verrez."
humor,L'islam et le terrorisme sont des synonymes.,"Vous avez oublié djihadiste, pongiste, vélociste, Salakis. Au bon lait de Brebis!"
facts,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Vous pouvez être fondamentalement Islamiste et Salafiste mais de manière pacifique.
facts,Les musulmans conquièrent notre pays.,L'islam n'a qpprends le respect et interdit la violence.
denouncing,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Que de mensonges et de raccourcis.
facts,Les musulmans conquièrent notre pays.,L'islam est une religion et les citoyens musulmans avant tout des citoyens français.
denouncing,Les musulmans ne sont pas dignes de confiance.,"Essentialisation de personnes en raison de leur religion, c'est un discours de haine répréhensible."
unrelated,Les musulmans devraient rentrer chez eux.,Redistribuez les jetons. Jouez normalement. Continuez.
facts,L'islam n'est pas pour notre république.,C'est à cause des lois insensés que nous les femmes musulmanes nous ne pouvons être participer à l'innovation de ce pays et s'a m'attriste beaucoup.
humor,On ne peut pas faire confiance aux musulmans c'est tous des escrocs.,"Une telle réflexion mérite le prix Nobel! Sérieusement, vous mettez en grave danger votre crédibilité intellectuelle."
denouncing,L'islamisation est nuisible.,Amalgame islam et musulmans.
question,L'islamisation est nuisible.,Qu'est ce qui vous fait dire ça?
hypocrisy,L'islam crée des problèmes pour notre société.,Franchement on a pas à se justifier devant des haineux qui ne veulent pas échanger avec nous.
support,"On voudrait nous faire croire que c'est normal, bientôt nos petites filles voilées.",Filles voilées c'est pas bien.
facts,L'islam n'est pas européen.,Des millions de musulmans sont européens.
denouncing,Les musulmans ne sont pas tolérants envers les non-musulmans.,C'est l'ignorance qui parle.
hypocrisy,Les musulmans exploitent le système français.,"Faux : les musulmans profitent de tous les systèmes, c est fait pour ça un système."
support,Les musulmans devraient rentrer chez eux.,Les musulmans doivent partir.
denouncing,"Musulmans, partez!",Merci de garder vos propos racistes pour vous.
facts,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Le voile est la liberté de la femme.
